fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,7.4,0.0,0.0,06:51,14.7,15:25,99.0,1.7,6.1,10:39,8.5,1021.8,-2.0,1017.8,17.0,es2047a
2017-01-01,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,7.3,0.0,1.0,03:35,13.6,14:57,99.0,3.1,7.2,-2,9.0,1018.8,0.0,1011.6,24.0,es2047a
2017-01-02,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,9.2,0.0,2.9,00:50,15.6,15:10,99.0,2.8,7.2,-2,7.2,1012.7,-2.0,1008.8,15.0,es2047a
2017-01-03,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,9.8,0.0,4.2,04:12,15.4,14:49,99.0,1.7,5.8,-2,2.3,1017.4,-2.0,1012.6,0.0,es2047a
2017-01-04,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,11.6,0.0,4.6,-2,18.7,14:59,7.0,0.6,4.2,11:42,4.8,1018.4,-2.0,1014.7,15.0,es2047a
2017-01-05,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,10.9,0.0,4.0,08:12,17.8,15:48,8.0,1.9,8.9,12:25,8.4,1015.5,0.0,1012.1,15.0,es2047a
2017-01-06,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,10.5,0.0,3.3,07:46,17.7,15:29,9.0,1.9,7.2,11:12,7.5,1017.6,-2.0,1013.7,1.0,es2047a
2017-01-07,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,9.8,0.0,2.9,-2,16.6,14:32,8.0,2.2,7.2,11:00,7.9,1020.0,-2.0,1016.6,15.0,es2047a
2017-01-08,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,8.4,0.0,0.5,06:30,16.3,16:33,99.0,1.4,6.7,-2,9.0,1019.1,-2.0,1015.1,15.0,es2047a
2017-01-09,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,8.5,0.0,-0.8,06:08,17.8,14:53,99.0,0.3,4.2,-2,9.0,1017.4,-2.0,1013.0,15.0,es2047a
2017-01-10,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,6.3,0.0,-0.8,05:02,13.4,13:45,7.0,0.6,4.2,-2,2.7,1014.5,1.0,1007.5,15.0,es2047a
2017-01-11,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,9.8,0.0,1.7,05:14,17.9,15:24,5.0,1.1,4.2,-2,8.3,1017.1,-2.0,1009.7,2.0,es2047a
2017-01-12,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,10.6,0.0,1.9,07:48,19.2,15:34,99.0,0.0,4.7,10:37,9.0,1018.5,-2.0,1013.4,17.0,es2047a
2017-01-13,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,9.0,0.0,0.8,07:38,17.3,14:14,99.0,1.9,8.9,-2,7.5,1014.4,-2.0,1011.0,15.0,es2047a
2017-01-14,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,7.6,0.0,1.0,07:23,14.2,15:00,7.0,2.5,9.7,10:47,9.4,1019.1,23.0,1013.9,0.0,es2047a
2017-01-15,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,6.8,0.0,-1.4,06:59,14.9,15:36,11.0,1.4,5.8,12:28,9.4,1021.0,-2.0,1017.1,15.0,es2047a
2017-01-16,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,7.6,0.0,-1.9,06:53,17.0,15:16,8.0,0.6,5.8,10:40,8.8,1018.1,0.0,1011.7,24.0,es2047a
2017-01-17,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,8.1,0.0,-1.6,07:31,17.8,15:46,7.0,1.4,10.3,22:52,9.3,1011.7,0.0,1005.9,16.0,es2047a
2017-01-18,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,3.4,0.0,-2.9,07:46,9.8,15:16,99.0,3.9,12.8,-2,9.3,1009.9,-2.0,1005.0,16.0,es2047a
2017-01-19,5402,CÓRDOBA AEROPUERTO,CORDOBA,90,7.6,0.0,3.9,07:40,11.4,11:56,99.0,2.2,10.3,-2,2.0,1006.9,0.0,1002.9,24.0,es2047a
