fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,1.3,0.0,-2.0,02:00,4.6,12:51,23.0,4.2,8.9,12:51,6.4,973.2,0.0,969.4,24.0,es1673a
2017-01-01,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,0.8,0.0,-2.1,23:53,3.6,15:06,23.0,4.2,8.3,23:02,4.9,969.4,0.0,960.8,22.0,es1673a
2017-01-02,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,1.2,0.0,-2.2,23:55,4.6,13:38,22.0,3.6,7.2,-2,1.8,963.3,-2.0,960.7,0.0,es1673a
2017-01-03,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,2.8,0.0,-5.4,06:16,11.1,15:48,3.0,0.6,3.6,00:34,0.2,966.6,-2.0,962.7,1.0,es1673a
2017-01-04,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,2.7,0.0,-5.7,07:50,11.1,14:36,5.0,0.8,4.2,-2,1.9,967.9,-2.0,965.5,0.0,es1673a
2017-01-05,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,0.3,0.0,-6.5,06:15,7.1,13:45,5.0,2.5,8.9,11:31,8.3,970.4,-2.0,967.6,1.0,es1673a
2017-01-06,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,0.4,0.0,-8.5,06:37,9.2,14:06,3.0,1.1,8.3,13:18,8.5,971.4,-2.0,969.1,14.0,es1673a
2017-01-07,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,0.6,0.0,-10.1,07:32,11.3,14:27,3.0,0.3,7.8,15:26,8.6,972.5,-2.0,969.8,14.0,es1673a
2017-01-08,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,1.6,0.0,-7.9,07:31,11.2,12:51,3.0,1.4,9.2,-2,7.5,972.5,-2.0,970.8,13.0,es1673a
2017-01-09,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,5.0,5.3,-1.7,07:33,11.6,14:12,99.0,0.8,5.8,-2,6.4,971.2,0.0,963.8,24.0,es1673a
2017-01-10,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,4.2,23.6,0.4,00:11,8.1,-2,99.0,4.4,13.9,-2,0.0,963.8,0.0,958.7,7.0,es1673a
2017-01-11,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,9.8,0.2,7.5,00:34,12.0,09:54,99.0,3.3,12.8,-2,0.9,967.0,-2.0,961.4,2.0,es1673a
2017-01-12,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,9.5,4.0,3.9,03:44,15.1,14:14,99.0,1.9,14.4,-2,2.1,966.7,0.0,958.3,15.0,es1673a
2017-01-13,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,513,3.2,22.2,0.3,22:29,6.1,14:05,31.0,3.9,12.8,14:33,1.8,965.7,23.0,960.8,0.0,es1673a
