fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2016-12-31,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,7.4,0.0,3.0,05:45,11.7,12:05,21,3.1,10.6,09:40,6.9,1001.6,0,997.6,24,es1697a
2017-01-01,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,5.4,0.0,2.4,06:30,8.4,13:15,18,2.2,11.4,23:40,8.6,997.6,0,988.7,24,es1697a
2017-01-02,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,7.2,0.0,3.1,00:30,11.3,14:00,18,7.2,15.3,08:20,3.0,991.7,24,987.8,-2,es1697a
2017-01-03,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,4.5,0.0,3.0,-2,6.0,00:30,30,0.6,3.6,-2,5.9,996.1,-2,991.5,-2,es1697a
2017-01-04,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,3.9,0.0,2.0,23:50,5.8,14:00,3,0.8,3.1,13:40,6.5,997.5,24,995.8,1,es1697a
2017-01-05,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,4.0,0.0,1.0,06:55,7.0,14:10,12,1.9,5.8,13:10,4.8,1000.6,24,997.5,0,es1697a
2017-01-06,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,2.5,0.0,0.6,06:30,4.4,13:30,2,1.4,5.3,14:30,8.6,1001.4,11,1000.3,-2,es1697a
2017-01-07,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,3.2,0.0,0.5,04:00,5.9,15:30,33,1.7,3.6,13:50,8.5,1002.3,15,1001.1,-2,es1697a
2017-01-08,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,4.5,0.0,2.0,01:45,7.0,13:30,5,0.8,3.6,15:40,3.4,1002.5,11,1000.9,6,es1697a
2017-01-09,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,6.5,8.4,4.1,06:30,8.9,23:59,20,1.7,4.7,12:10,2.4,1001.4,0,992.9,24,es1697a
2017-01-10,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,9.1,39.8,8.0,-2,10.2,09:00,34,10.8,23.9,07:00,0.0,992.9,0,986.8,7,es1697a
2017-01-11,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,10.0,13.6,8.2,01:10,11.8,13:00,31,7.8,16.4,09:00,0.0,995.7,23,990.5,0,es1697a
2017-01-12,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,10.2,7.3,8.0,23:59,12.3,-2,30,2.8,20.3,22:20,1.7,995.7,0,987.5,20,es1697a
2017-01-13,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,6.2,11.6,3.9,23:45,8.5,08:30,33,8.6,25.0,05:10,2.2,994.2,24,989.9,0,es1697a
2017-01-14,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,5.6,13.3,3.5,02:00,7.7,23:59,36,5.3,26.4,01:40,2.7,997.4,-2,993.3,2,es1697a
2017-01-15,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,7.4,21.3,5.6,03:00,9.2,23:10,34,8.3,22.5,22:30,0.0,998.3,11,995.6,24,es1697a
2017-01-16,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,7.6,24.6,5.3,23:55,9.8,-2,34,9.4,23.6,02:40,0.0,995.7,0,993.5,-2,es1697a
2017-01-17,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,1.8,0.0,-1.7,23:59,5.4,00:00,1,5.0,15.0,18:10,8.5,997.4,11,993.5,0,es1697a
2017-01-18,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,-1.6,0.1,-2.9,08:25,-0.4,17:50,15,1.4,5.8,00:40,0.0,996.2,0,994.0,14,es1697a
2017-01-19,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,1.3,0.0,-0.8,-2,3.4,14:30,18,1.4,4.2,-2,0.6,994.9,0,993.8,15,es1697a
2017-01-20,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,0.9,0.0,-1.7,08:30,3.5,23:45,35,1.4,3.3,13:40,6.5,994.1,0,991.5,-2,es1697a
2017-01-21,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,5.5,0.0,2.5,01:30,8.5,13:05,15,1.1,3.6,09:00,8.6,991.5,0,989.3,14,es1697a
2017-01-22,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,6.4,0.0,4.0,03:30,8.8,12:45,31,3.6,7.5,13:40,0.5,991.2,23,989.6,4,es1697a
2017-01-23,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,7.5,0.0,6.0,05:50,9.0,13:50,30,3.3,8.6,23:10,6.2,993.7,24,990.6,1,es1697a
2017-01-24,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,5.8,0.0,3.4,23:59,8.2,13:30,30,3.1,8.1,00:10,8.6,996.1,12,993.7,0,es1697a
2017-01-25,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,2.9,0.0,0.0,23:30,5.8,13:45,3,1.9,8.6,17:20,8.5,994.9,0,987.2,24,es1697a
2017-01-26,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,251,4.3,0.0,-0.9,02:45,9.5,23:59,18,11.1,28.1,22:30,6.9,987.3,0,975.7,23,es1697a
